id,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_cleansed,polarity,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,host_is_superhost
13494185,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9321400000000001,145.00,0,50.00,2,25.00,2,1125,False
10427199,22,90.0,9.0,10.0,10.0,10.0,10.0,9.0,South End,0.8640428571428571,219.00,0,0,1,0.00,2,1125,False
851927,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9713428571428572,150.00,0,150.00,1,0.00,14,365,False
12287958,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.836,215.00,0,25.00,1,0.00,3,1125,False
4461901,2,100.0,9.0,9.0,10.0,10.0,10.0,10.0,South End,0.86215,155.00,0,225.00,1,0.00,7,1125,False
5714786,12,70.0,8.0,9.0,9.0,8.0,10.0,8.0,South End,0.48607272727272727,138.00,500.00,75.00,1,0.00,2,1125,False
1277618,5,84.0,7.0,7.0,10.0,10.0,10.0,7.0,South End,0.9207600000000001,170.00,200.00,50.00,2,50.00,3,1125,False
9731479,35,94.0,9.0,10.0,10.0,10.0,10.0,9.0,South End,0.9165199999999999,195.00,250.00,50.00,2,30.00,2,1125,False
1899770,7,97.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.8903,125.00,220.00,40.00,1,0.00,2,10,False
13707814,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9739,250.00,100.00,60.00,3,50.00,2,1125,False
2916208,26,92.0,10.0,9.0,9.0,10.0,9.0,9.0,South End,0.881024,100.00,0,0,1,0.00,30,1125,False
8082512,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9647,137.00,0,225.00,1,0.00,7,1125,False
8686165,14,91.0,10.0,10.0,9.0,9.0,9.0,9.0,South End,0.7350428571428572,199.00,400.00,95.00,2,10.00,3,1125,False
4750791,16,93.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.8102214285714285,239.00,0,0,2,25.00,3,89,True
8846202,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.91221,185.00,150.00,75.00,1,25.00,3,1125,False
2292495,27,93.0,10.0,9.0,10.0,10.0,9.0,9.0,South End,0.883924,175.00,0,125.00,1,0.00,1,1125,False
13171246,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9759666666666668,200.00,0,40.00,1,0.00,2,1125,False
1489289,39,93.0,9.0,9.0,10.0,10.0,9.0,9.0,South End,0.9241282051282048,175.00,150.00,25.00,1,0.00,1,1125,False
14591627,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9815,125.00,100.00,30.00,2,20.00,1,90,False
12384469,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8977,150.00,500.00,50.00,2,50.00,5,120,False
9933886,23,83.0,8.0,9.0,9.0,9.0,9.0,8.0,South End,0.7048736842105263,75.00,0,0,1,0.00,1,1125,False
7205210,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9342181818181817,200.00,0,0,2,25.00,1,1125,True
13318173,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9677142857142859,275.00,0,0,2,25.00,2,5,False
5783197,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9482218749999998,600.00,500.00,0,4,0.00,3,1125,True
7796658,10,94.0,9.0,9.0,9.0,10.0,9.0,9.0,South End,0.8453333333333335,125.00,0,15.00,1,0.00,1,1125,False
11588543,42,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8587926829268295,265.00,500.00,55.00,3,35.00,2,1125,True
1275498,15,89.0,9.0,10.0,9.0,9.0,10.0,9.0,South End,0.8472,160.00,400.00,200.00,2,40.00,32,1125,True
8025718,3,93.0,9.0,10.0,9.0,10.0,10.0,9.0,South End,0.7902,155.00,0,225.00,1,0.00,7,1125,False
4879702,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9229789473684212,99.00,400.00,75.00,2,25.00,2,1125,False
225224,184,91.0,9.0,8.0,10.0,9.0,10.0,9.0,South End,0.8462516666666665,98.00,0,10.00,1,0.00,1,365,False
12253029,8,97.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.9748999999999999,125.00,200.00,45.00,1,0.00,1,1125,False
7714627,66,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8967439393939394,235.00,200.00,70.00,2,15.00,2,1125,True
12890156,13,92.0,10.0,8.0,10.0,10.0,10.0,9.0,South End,0.7216199999999999,149.00,0,20.00,3,20.00,1,3,False
5074924,55,84.0,9.0,9.0,10.0,9.0,10.0,9.0,South End,0.7784607843137255,100.00,500.00,75.00,1,0.00,2,1125,False
2372987,39,86.0,9.0,10.0,9.0,9.0,9.0,9.0,South End,0.7608729729729728,164.00,500.00,100.00,1,0.00,3,365,False
7368611,37,92.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9151888888888888,185.00,250.00,80.00,2,35.00,2,30,False
3601030,77,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.925852857142857,250.00,0,95.00,1,0.00,3,1125,True
14414330,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,South End,0.9618,275.00,0,0,1,0.00,1,1125,False
4860853,21,80.0,8.0,9.0,8.0,8.0,9.0,8.0,South End,0.7388049999999999,225.00,500.00,75.00,1,0.00,2,1125,False
5532549,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9707999999999999,250.00,0,50.00,4,100.00,1,1125,False
9663423,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9183250000000001,115.00,100.00,35.00,1,0.00,4,1125,False
6763409,3,67.0,8.0,7.0,9.0,7.0,9.0,7.0,South End,0.47885,150.00,0,225.00,1,0.00,7,1125,False
3289921,18,88.0,8.0,9.0,10.0,10.0,8.0,9.0,South End,0.9214055555555554,170.00,200.00,40.00,2,10.00,4,365,False
5976821,59,97.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.9502406779661016,125.00,0,0,1,40.00,2,1125,True
8680170,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9491,250.00,95.00,0,1,0.00,2,1125,False
11841986,9,73.0,7.0,7.0,8.0,8.0,9.0,7.0,South End,0.5868428571428571,229.00,400.00,95.00,2,10.00,3,1125,False
6287797,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9837,90.00,0,45.00,1,0.00,2,1125,False
8827268,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9582363636363636,200.00,250.00,40.00,1,0.00,1,1125,True
5075267,39,76.0,8.0,9.0,9.0,9.0,10.0,8.0,South End,0.774913157894737,100.00,500.00,75.00,1,0.00,2,1125,False
798957,192,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.929466470588235,306.00,150.00,90.00,4,100.00,1,85,True
11710680,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.95865,229.00,250.00,80.00,4,100.00,3,60,False
11686744,4,100.0,10.0,10.0,10.0,9.0,10.0,10.0,South End,0.761275,199.00,400.00,95.00,1,10.00,3,1125,False
8088370,14,93.0,9.0,9.0,9.0,9.0,10.0,9.0,South End,0.9054785714285715,67.00,0,0,1,0.00,2,5,False
4742275,6,97.0,9.0,9.0,10.0,10.0,10.0,9.0,South End,0.8837399999999999,120.00,0,0,1,20.00,28,45,False
7645862,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8979,239.00,0,0,2,25.00,3,1125,True
9611852,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9328839999999998,197.00,0,80.00,1,0.00,2,30,True
7294565,1,80.0,8.0,8.0,10.0,10.0,8.0,8.0,South End,0.9595,85.00,0,25.00,1,0.00,2,1125,False
8303267,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9219999999999999,"1,300.00","1,000.00",0,1,0.00,5,30,True
9728602,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9492,266.00,0,65.00,2,10.00,3,1125,False
5058148,6,95.0,9.0,10.0,10.0,9.0,10.0,9.0,South End,0.9664999999999999,160.00,160.00,45.00,1,0.00,2,21,False
11873789,8,93.0,10.0,10.0,10.0,10.0,9.0,9.0,South End,0.8960000000000001,280.00,0,80.00,1,20.00,3,1125,False
585148,31,93.0,10.0,9.0,9.0,10.0,9.0,9.0,South End,0.87778,225.00,500.00,80.00,3,100.00,2,1125,False
5582163,50,97.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.916179591836735,170.00,0,25.00,1,10.00,1,1125,False
5352623,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.962675,168.00,"1,000.00",25.00,2,65.00,1,1125,True
322593,192,94.0,9.0,9.0,10.0,10.0,10.0,9.0,South End,0.9127706521739133,183.00,100.00,70.00,2,77.00,2,365,True
11902134,9,88.0,9.0,8.0,10.0,10.0,10.0,9.0,South End,0.73545,300.00,0,0,1,0.00,4,1125,False
14461998,2,90.0,9.0,10.0,10.0,10.0,9.0,10.0,South End,0.5244,166.00,0,0,1,0.00,2,1125,False
10227043,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.909234375,350.00,0,50.00,1,0.00,2,10,False
2683284,115,92.0,10.0,9.0,10.0,10.0,9.0,9.0,South End,0.8337078947368424,190.00,250.00,50.00,2,30.00,2,1125,False
11397511,18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.8724624999999999,180.00,0,0,1,0.00,2,10,True
1252289,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9185337837837839,99.00,150.00,0,1,10.00,3,1125,True
4679319,4,75.0,6.0,8.0,9.0,9.0,10.0,8.0,South End,0.15126666666666663,110.00,0,0,1,20.00,28,45,False
8006992,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,South End,0.9486,210.00,375.00,50.00,2,25.00,4,100,False
7513605,2,80.0,9.0,9.0,8.0,8.0,10.0,7.0,South End,0.7332000000000001,155.00,0,225.00,1,0.00,7,1125,False
8371115,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9664777777777778,178.00,0,75.00,2,0.00,1,4,False
13378987,6,83.0,8.0,9.0,8.0,9.0,10.0,9.0,South End,0.86646,600.00,200.00,125.00,4,20.00,1,1125,False
13378936,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9254,170.00,0,50.00,2,25.00,3,1125,False
11041684,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.94382,129.00,0,0,1,0.00,2,1125,False
13378923,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.97136,160.00,0,50.00,2,25.00,2,1125,False
6348631,8,90.0,9.0,9.0,10.0,10.0,10.0,9.0,South End,0.8807499999999999,149.00,250.00,100.00,2,0.00,1,1125,False
9840919,8,90.0,9.0,10.0,10.0,10.0,10.0,10.0,South End,0.8893142857142858,175.00,0,25.00,2,25.00,3,1125,False
5734770,87,95.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9246012345679006,150.00,200.00,25.00,1,0.00,2,21,False
8480507,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9218733333333334,250.00,0,100.00,1,0.00,2,1125,True
9430774,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9282,100.00,0,0,1,0.00,1,1125,False
4364925,52,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8807749999999999,200.00,0,125.00,1,0.00,1,1125,False
12426977,15,93.0,9.0,8.0,10.0,10.0,9.0,9.0,South End,0.8795333333333333,120.00,0,30.00,1,0.00,3,1125,False
7511737,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.4201,150.00,0,225.00,1,0.00,7,1125,False
7694365,1,100.0,10.0,10.0,10.0,10.0,,10.0,South End,0.9666,152.00,0,225.00,1,0.00,7,1125,False
12508801,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9692999999999999,200.00,200.00,25.00,1,0.00,1,1125,False
10083878,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9171758620689657,170.00,200.00,50.00,2,20.00,2,1125,True
990668,96,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9242511627906975,157.00,150.00,45.00,1,0.00,2,90,True
10427882,6,93.0,9.0,10.0,10.0,9.0,9.0,10.0,South End,0.9489000000000001,229.00,0,0,1,0.00,2,1125,False
6677700,11,89.0,10.0,9.0,10.0,9.0,10.0,9.0,South End,0.9086444444444444,210.00,0,0,4,50.00,1,1125,False
8316068,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9612800000000001,110.00,180.00,50.00,1,65.00,2,1125,False
6972426,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9317105263157893,575.00,500.00,125.00,1,0.00,2,7,True
6038520,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9375761904761903,200.00,0,35.00,2,50.00,2,1125,False
3236496,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.879,115.00,0,0,1,20.00,28,45,False
8200839,19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8967666666666665,110.00,180.00,50.00,1,65.00,2,1125,False
1106555,26,94.0,9.0,9.0,9.0,10.0,10.0,9.0,South End,0.8479590909090909,500.00,0,0,1,0.00,1,30,True
6939126,21,77.0,8.0,7.0,9.0,9.0,10.0,8.0,South End,0.6943631578947367,250.00,0,25.00,1,35.00,1,1125,False
8595650,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.924536111111111,200.00,250.00,100.00,2,25.00,3,1125,True
2549840,39,90.0,10.0,9.0,9.0,9.0,9.0,9.0,South End,0.8582027777777781,417.00,500.00,135.00,1,0.00,4,1125,False
5088560,38,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9592973684210526,600.00,500.00,80.00,1,0.00,2,180,True
4364989,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9068068965517244,175.00,0,125.00,1,0.00,1,1125,False
14091605,17,94.0,9.0,10.0,10.0,10.0,10.0,10.0,South End,0.9268294117647059,69.00,0,25.00,2,35.00,1,1,False
6758443,2,90.0,9.0,10.0,10.0,10.0,9.0,8.0,South End,0.25485,150.00,0,225.00,1,0.00,7,1125,False
1810397,26,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9016719999999999,800.00,"1,000.00",200.00,1,0.00,5,1125,False
7377034,17,95.0,10.0,10.0,10.0,10.0,9.0,9.0,South End,0.8916000000000002,133.00,0,0,2,10.00,2,1125,True
8201104,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,South End,0.9874,299.00,400.00,175.00,1,70.00,4,1125,False
13460331,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,South End,0.83965,135.00,0,25.00,1,0.00,1,5,False
14770892,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9817,275.00,500.00,99.00,1,0.00,2,1125,False
453660,55,96.0,9.0,9.0,10.0,10.0,10.0,9.0,South End,0.9216363636363637,99.00,"1,500.00",65.00,1,0.00,2,1125,False
12049787,7,88.0,9.0,9.0,9.0,8.0,10.0,9.0,South End,0.8520399999999999,170.00,0,25.00,2,0.00,3,1125,False
3808557,10,100.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.86693,450.00,"1,000.00",0,2,25.00,1,30,False
12034317,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9877,200.00,250.00,80.00,1,0.00,2,1125,False
3842286,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8983499999999996,189.00,0,49.00,1,0.00,2,1125,True
13377097,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.89412,150.00,0,50.00,2,25.00,2,90,False
7920541,33,96.0,9.0,10.0,10.0,10.0,9.0,9.0,South End,0.8597300000000001,179.00,0,80.00,2,10.00,3,1125,False
2694019,34,90.0,9.0,9.0,9.0,10.0,10.0,9.0,South End,0.8298727272727273,250.00,0,50.00,2,50.00,1,7,False
11590512,5,92.0,10.0,10.0,9.0,10.0,8.0,9.0,South End,0.7832,229.00,0,95.00,1,10.00,3,1125,False
10656576,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9333499999999999,250.00,250.00,30.00,2,25.00,3,1125,False
5593888,60,86.0,9.0,8.0,10.0,10.0,9.0,9.0,South End,0.8862535714285714,89.00,0,25.00,2,100.00,2,1125,False
9706279,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9271,80.00,200.00,0,1,0.00,2,1125,False
7592616,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9246,140.00,500.00,25.00,1,0.00,2,1125,False
826555,3,80.0,6.0,10.0,10.0,10.0,10.0,10.0,South End,0.964,84.00,0,0,1,0.00,5,35,False
7740592,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9677,700.00,500.00,0,1,0.00,4,1125,True
10656206,3,93.0,9.0,9.0,10.0,10.0,10.0,8.0,South End,0.9108,200.00,800.00,80.00,2,30.00,1,1125,False
7095320,2,70.0,6.0,6.0,10.0,10.0,10.0,7.0,South End,0.976,150.00,0,50.00,1,0.00,1,1125,False
12308161,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9247724137931034,119.00,299.00,39.00,0,0.00,1,1125,False
9508975,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9835,300.00,0,100.00,1,0.00,2,1125,False
6248526,2,90.0,9.0,9.0,10.0,10.0,10.0,10.0,South End,0.9754,170.00,150.00,30.00,2,0.00,4,1125,False
1071144,1,91.0,8.0,10.0,10.0,10.0,10.0,8.0,South End,0.8804,269.00,0,0,1,0.00,3,365,False
989163,19,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9510105263157896,170.00,400.00,200.00,2,40.00,32,1125,True
9197535,3,73.0,9.0,7.0,7.0,7.0,9.0,6.0,South End,0.7488,100.00,0,0,1,0.00,1,1125,False
22354,215,88.0,9.0,8.0,9.0,9.0,10.0,9.0,South End,0.8621923444976073,135.00,0,10.00,1,12.00,1,90,False
12916551,33,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9122966666666666,159.00,0,60.00,2,15.00,1,1125,True
7214920,13,92.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9457923076923076,250.00,0,20.00,3,50.00,1,1125,False
7755144,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8946791666666668,225.00,200.00,60.00,2,35.00,2,30,False
10391455,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9665888888888889,75.00,150.00,0,1,25.00,3,1125,True
5639731,13,83.0,9.0,8.0,8.0,8.0,9.0,8.0,South End,0.7668363636363634,144.00,500.00,75.00,1,0.00,2,1125,False
9574727,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,South End,0.96075,170.00,300.00,60.00,1,35.00,4,20,False
6134013,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9369363636363635,120.00,0,0,1,0.00,2,5,True
14522631,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9696,139.00,0,60.00,2,15.00,1,1125,True
4461846,4,75.0,8.0,10.0,10.0,10.0,10.0,8.0,South End,0.806925,147.00,0,225.00,1,0.00,7,1125,False
6444303,21,99.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9033,217.00,150.00,45.00,2,100.00,2,87,True
22208,4,90.0,10.0,9.0,10.0,10.0,9.0,9.0,South End,0.826325,225.00,0,0,2,0.00,3,365,False
7575052,23,97.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9100347826086955,200.00,0,125.00,1,0.00,1,1125,False
14125957,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9789142857142856,150.00,0,50.00,1,0.00,2,7,False
12587887,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9529000000000001,279.00,0,54.00,4,0.00,3,1125,False
1038465,163,88.0,9.0,9.0,9.0,9.0,10.0,9.0,South End,0.8152714285714282,135.00,0,10.00,1,12.00,1,1125,False
8753913,26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9266615384615385,240.00,250.00,100.00,4,25.00,2,1125,True
9949819,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9741,77.00,0,0,2,50.00,1,1125,False
2495047,8,88.0,10.0,10.0,10.0,9.0,10.0,8.0,South End,0.9096500000000001,160.00,400.00,200.00,2,40.00,27,1100,True
10671192,24,100.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.9560347826086957,175.00,"1,000.00",50.00,1,0.00,1,1125,True
9474436,13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.8491916666666667,228.00,750.00,25.00,2,25.00,2,5,False
1200502,34,87.0,9.0,9.0,8.0,8.0,10.0,9.0,South End,0.8132966666666667,145.00,0,65.00,2,10.00,2,365,False
9757412,15,96.0,10.0,10.0,10.0,10.0,9.0,10.0,South End,0.9047999999999999,89.00,0,5.00,1,0.00,1,30,True
7508063,9,96.0,10.0,9.0,10.0,10.0,9.0,9.0,South End,0.6364777777777779,238.00,0,15.00,4,10.00,1,1125,False
7901248,3,93.0,9.0,10.0,10.0,10.0,9.0,9.0,South End,0.9847,161.00,200.00,50.00,1,0.00,2,1125,False
14094279,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9585727272727271,149.00,0,10.00,2,0.00,1,1125,False
7114655,4,90.0,9.0,9.0,10.0,10.0,9.0,7.0,South End,0.634825,300.00,"1,000.00",125.00,2,50.00,2,1125,False
8815257,27,93.0,9.0,9.0,9.0,9.0,9.0,9.0,South End,0.8216346153846156,177.00,300.00,99.00,1,0.00,2,1125,False
2215762,16,99.0,9.0,10.0,10.0,10.0,10.0,9.0,South End,0.9553437500000002,185.00,400.00,200.00,2,40.00,32,365,True
14372667,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9711,240.00,0,15.00,1,0.00,1,1125,False
3903273,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9842500000000001,225.00,500.00,0,1,0.00,7,360,False
12979965,3,93.0,9.0,10.0,9.0,9.0,9.0,9.0,South End,0.6339666666666667,125.00,180.00,50.00,1,69.00,2,1125,False
5067019,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9504333333333334,150.00,100.00,100.00,1,0.00,1,1125,False
5640375,20,84.0,9.0,9.0,9.0,9.0,10.0,8.0,South End,0.762778947368421,122.00,500.00,75.00,1,0.00,2,1125,False
13713445,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,South End,0.8969,170.00,0,25.00,1,0.00,3,1125,False
13078068,2,90.0,10.0,8.0,10.0,10.0,10.0,9.0,South End,0.93835,160.00,0,30.00,1,0.00,5,14,False
7095658,2,90.0,9.0,7.0,10.0,10.0,8.0,9.0,South End,0.78525,199.00,0,80.00,1,0.00,2,1125,False
8096900,6,90.0,10.0,10.0,10.0,10.0,9.0,9.0,South End,0.9391666666666666,160.00,0,45.00,2,25.00,1,1125,False
6426364,25,95.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.8797652173913043,200.00,0,125.00,1,0.00,1,1125,False
4787233,4,93.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.8413333333333334,200.00,600.00,80.00,2,40.00,1,1125,False
12094488,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9552,350.00,500.00,60.00,1,0.00,2,1125,False
8211468,9,95.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9424428571428571,139.00,0,45.00,1,0.00,1,2,False
1428355,62,96.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9323721311475411,80.00,100.00,40.00,2,20.00,1,7,False
12290886,2,80.0,9.0,10.0,10.0,10.0,10.0,10.0,South End,0.9147000000000001,215.00,0,25.00,2,25.00,3,1125,False
526970,103,90.0,9.0,8.0,9.0,9.0,10.0,9.0,South End,0.8559544554455446,130.00,0,15.00,1,12.00,1,1125,False
2395326,135,97.0,10.0,9.0,10.0,10.0,10.0,10.0,South End,0.9123045454545453,183.00,0,45.00,2,0.00,1,1125,True
10734159,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9111476190476191,188.00,199.00,65.00,4,50.00,2,1125,False
8014383,6,80.0,8.0,8.0,10.0,9.0,10.0,8.0,South End,0.70796,215.00,0,25.00,1,0.00,3,1125,False
4609785,57,93.0,9.0,9.0,10.0,9.0,9.0,9.0,South End,0.8983557692307691,75.00,0,0,1,0.00,1,1125,False
5834930,4,85.0,9.0,8.0,9.0,10.0,10.0,9.0,South End,0.8687333333333335,125.00,0,35.00,1,0.00,1,1125,False
8309604,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9415,290.00,0,45.00,2,15.00,2,1125,False
7965521,16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9204357142857142,215.00,300.00,50.00,1,0.00,1,1125,False
1401625,4,100.0,10.0,9.0,10.0,9.0,10.0,9.0,South End,0.46777499999999994,255.00,0,0,1,0.00,2,120,False
11470818,8,100.0,10.0,10.0,9.0,10.0,10.0,10.0,South End,0.9571285714285713,300.00,500.00,50.00,4,0.00,2,300,False
8406972,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9390666666666667,250.00,250.00,50.00,2,25.00,3,1125,True
5768819,3,87.0,7.0,8.0,8.0,9.0,9.0,8.0,South End,0.44943333333333335,155.00,0,225.00,1,0.00,7,1125,False
5588537,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9413666666666666,200.00,250.00,65.00,1,0.00,1,1125,False
10656899,6,93.0,10.0,10.0,10.0,10.0,9.0,9.0,South End,0.9313800000000001,119.00,200.00,15.00,1,12.00,1,1125,False
6276572,15,96.0,10.0,9.0,10.0,10.0,10.0,9.0,South End,0.9389285714285714,189.00,0,80.00,1,25.00,2,1125,False
625012,123,96.0,9.0,10.0,10.0,10.0,10.0,10.0,South End,0.9345621848739494,250.00,0,24.00,1,27.00,2,7,False
13912472,8,98.0,10.0,10.0,10.0,10.0,10.0,9.0,South End,0.9491,254.00,0,65.00,1,0.00,2,1125,False
6850880,1,80.0,8.0,10.0,10.0,10.0,10.0,8.0,South End,0.3612,137.00,0,225.00,1,0.00,7,1125,False
7325084,1,60.0,6.0,10.0,10.0,6.0,10.0,10.0,South End,-0.0717,146.00,0,0,1,0.00,1,1125,False
705919,30,96.0,10.0,10.0,10.0,9.0,10.0,9.0,South End,0.8908724137931034,199.00,0,0,2,25.00,3,1125,True
5718801,5,80.0,9.0,9.0,9.0,8.0,10.0,8.0,South End,0.6204000000000001,150.00,0,225.00,1,0.00,7,1125,False
4410142,18,92.0,10.0,8.0,10.0,10.0,10.0,9.0,South End,0.8721722222222221,200.00,400.00,60.00,1,0.00,2,8,False
8301926,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9042727272727273,99.00,0,110.00,1,0.00,2,1125,False
5153080,49,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9386551020408161,139.00,0,55.00,1,0.00,1,10,True
4278067,35,91.0,10.0,9.0,10.0,10.0,9.0,9.0,South End,0.8872685714285714,175.00,0,125.00,1,0.00,1,1125,False
7620413,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,South End,0.9621,200.00,250.00,90.00,2,50.00,14,49,False
